last_updated,group_name,name,value,unit,source
2017-06-07,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-0.4,%,
2017-06-07,Tăng trưởng,Sản xuất và Phân phối điện,18.3,%,
2017-06-07,Tăng trưởng,Khai khoáng,17.7,%,
2017-06-07,Tăng trưởng,Toàn ngành công nghiệp,12.5,%,
2017-06-07,Tăng trưởng,"Công nghiệp chế biến, chế tạo",10.6,%,
2017-06-07,Tăng trưởng,Toàn ngành công nghiệp,-0.8,%,
2017-06-07,Tăng trưởng,Khai khoáng,-6.6,%,
2017-06-07,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.7,%,
2017-06-07,Tăng trưởng,Sản xuất và Phân phối điện,1.5,%,
2017-06-07,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",3.0,%,
2017-06-07,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.4,%,
2017-06-07,Tăng trưởng,Sản xuất và Phân phối điện,7.2,%,
2017-06-07,Tăng trưởng,Toàn ngành công nghiệp,1.7,%,
2017-06-07,Tăng trưởng,Khai khoáng,-1.5,%,
2017-06-07,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.2,%,
2017-06-28,Tăng trưởng,Toàn ngành công nghiệp,0.4,%,
2017-06-28,Tăng trưởng,Khai khoáng,-4.0,%,
2017-06-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.2,%,
2017-06-28,Tăng trưởng,Sản xuất và Phân phối điện,5.6,%,
2017-06-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.6,%,
2017-07-30,Tăng trưởng,Toàn ngành công nghiệp,1.4,%,
2017-07-30,Tăng trưởng,Khai khoáng,-2.9,%,
2017-07-30,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.5,%,
2017-07-30,Tăng trưởng,Sản xuất và Phân phối điện,4.4,%,
2017-07-30,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.4,%,
2017-08-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.8,%,
2017-08-28,Tăng trưởng,Sản xuất và Phân phối điện,2.9,%,
2017-08-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",6.2,%,
2017-08-28,Tăng trưởng,Toàn ngành công nghiệp,3.9,%,
2017-08-28,Tăng trưởng,Khai khoáng,-3.2,%,
2017-09-29,Tăng trưởng,Toàn ngành công nghiệp,0.1,%,
2017-09-29,Tăng trưởng,Khai khoáng,2.6,%,
2017-09-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.3,%,
2017-09-29,Tăng trưởng,Sản xuất và Phân phối điện,-3.7,%,
2017-09-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-0.2,%,
2017-10-31,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.1,%,
2017-10-31,Tăng trưởng,Sản xuất và Phân phối điện,0.8,%,
2017-10-31,Tăng trưởng,"Công nghiệp chế biến, chế tạo",6.7,%,
2017-10-31,Tăng trưởng,Toàn ngành công nghiệp,8.0,%,
2017-10-31,Tăng trưởng,Khai khoáng,15.0,%,
2017-11-28,Tăng trưởng,Toàn ngành công nghiệp,2.8,%,
2017-11-28,Tăng trưởng,Khai khoáng,-6.5,%,
2017-11-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",4.7,%,
2017-11-28,Tăng trưởng,Sản xuất và Phân phối điện,-2.1,%,
2017-11-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.8,%,
2018-01-02,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.7,%,
2018-01-02,Tăng trưởng,Sản xuất và Phân phối điện,1.8,%,
2018-01-02,Tăng trưởng,Toàn ngành công nghiệp,2.0,%,
2018-01-02,Tăng trưởng,Khai khoáng,1.7,%,
2018-01-02,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.0,%,
2018-02-01,Tăng trưởng,Toàn ngành công nghiệp,-3.4,%,
2018-02-01,Tăng trưởng,Khai khoáng,-0.7,%,
2018-02-01,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-4.2,%,
2018-02-01,Tăng trưởng,Sản xuất và Phân phối điện,-0.2,%,
2018-02-01,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-4.2,%,
2018-02-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-8.0,%,
2018-02-28,Tăng trưởng,Sản xuất và Phân phối điện,-17.8,%,
2018-02-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-17.6,%,
2018-02-28,Tăng trưởng,Toàn ngành công nghiệp,-17.1,%,
2018-02-28,Tăng trưởng,Khai khoáng,-14.0,%,
2018-04-02,Tăng trưởng,Toàn ngành công nghiệp,22.8,%,
2018-04-02,Tăng trưởng,Khai khoáng,22.1,%,
2018-04-02,Tăng trưởng,"Công nghiệp chế biến, chế tạo",23.1,%,
2018-04-02,Tăng trưởng,Sản xuất và Phân phối điện,24.4,%,
2018-04-02,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",3.5,%,
2018-05-01,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.6,%,
2018-05-01,Tăng trưởng,Sản xuất và Phân phối điện,2.3,%,
2018-05-01,Tăng trưởng,Toàn ngành công nghiệp,1.5,%,
2018-05-01,Tăng trưởng,Khai khoáng,-4.7,%,
2018-05-01,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.4,%,
2018-05-31,Tăng trưởng,Toàn ngành công nghiệp,2.2,%,
2018-05-31,Tăng trưởng,Khai khoáng,-1.5,%,
2018-05-31,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.7,%,
2018-05-31,Tăng trưởng,Sản xuất và Phân phối điện,3.4,%,
2018-05-31,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.3,%,
2018-07-01,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.2,%,
2018-07-01,Tăng trưởng,Sản xuất và Phân phối điện,2.4,%,
2018-07-01,Tăng trưởng,Khai khoáng,-4.5,%,
2018-07-01,Tăng trưởng,Toàn ngành công nghiệp,-0.2,%,
2018-07-01,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.1,%,
2018-11-28,Tăng trưởng,Toàn ngành công nghiệp,2.5,%,
2018-11-28,Tăng trưởng,Khai khoáng,-3.5,%,
2018-11-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.5,%,
2018-11-28,Tăng trưởng,Sản xuất và Phân phối điện,1.9,%,
2018-11-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.9,%,
2018-11-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.6,%,
2018-11-28,Tăng trưởng,Sản xuất và Phân phối điện,0.2,%,
2018-11-28,Tăng trưởng,Toàn ngành công nghiệp,7.3,%,
2018-11-28,Tăng trưởng,Khai khoáng,-5.2,%,
2018-11-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",10.2,%,
2018-11-28,Tăng trưởng,Toàn ngành công nghiệp,0.8,%,
2018-11-28,Tăng trưởng,Khai khoáng,3.5,%,
2018-11-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.1,%,
2018-11-28,Tăng trưởng,Sản xuất và Phân phối điện,-3.6,%,
2018-11-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.0,%,
2018-11-28,Tăng trưởng,Toàn ngành công nghiệp,5.3,%,
2018-11-28,Tăng trưởng,Khai khoáng,5.2,%,
2018-11-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",6.1,%,
2018-11-28,Tăng trưởng,Sản xuất và Phân phối điện,0.0,%,
2018-11-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.1,%,
2018-11-28,Tăng trưởng,Sản xuất và Phân phối điện,-3.1,%,
2018-11-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.3,%,
2018-11-28,Tăng trưởng,Khai khoáng,1.3,%,
2018-11-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",3.9,%,
2018-11-28,Tăng trưởng,Toàn ngành công nghiệp,2.9,%,
2018-12-26,Tăng trưởng,Toàn ngành công nghiệp,1.4,%,
2018-12-26,Tăng trưởng,Khai khoáng,2.7,%,
2018-12-26,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.2,%,
2018-12-26,Tăng trưởng,Sản xuất và Phân phối điện,1.0,%,
2018-12-26,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.9,%,
2019-01-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-4.0,%,
2019-01-28,Tăng trưởng,Sản xuất và Phân phối điện,-8.0,%,
2019-01-28,Tăng trưởng,Khai khoáng,-0.5,%,
2019-01-28,Tăng trưởng,Toàn ngành công nghiệp,-3.2,%,
2019-01-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-2.9,%,
2019-02-27,Tăng trưởng,Toàn ngành công nghiệp,-16.8,%,
2019-02-27,Tăng trưởng,Khai khoáng,-19.4,%,
2019-02-27,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-16.5,%,
2019-02-27,Tăng trưởng,Sản xuất và Phân phối điện,-17.2,%,
2019-02-27,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-4.9,%,
2019-03-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",4.8,%,
2019-03-28,Tăng trưởng,Sản xuất và Phân phối điện,25.6,%,
2019-03-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",28.6,%,
2019-03-28,Tăng trưởng,Toàn ngành công nghiệp,27.6,%,
2019-03-28,Tăng trưởng,Khai khoáng,26.3,%,
2019-05-02,Tăng trưởng,Toàn ngành công nghiệp,0.6,%,
2019-05-02,Tăng trưởng,Khai khoáng,-5.8,%,
2019-05-02,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.2,%,
2019-05-02,Tăng trưởng,Sản xuất và Phân phối điện,3.7,%,
2019-05-02,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.0,%,
2019-05-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.5,%,
2019-05-28,Tăng trưởng,Sản xuất và Phân phối điện,3.9,%,
2019-05-28,Tăng trưởng,Khai khoáng,-1.3,%,
2019-05-28,Tăng trưởng,Toàn ngành công nghiệp,4.6,%,
2019-05-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",5.7,%,
2019-06-27,Tăng trưởng,Toàn ngành công nghiệp,1.3,%,
2019-06-27,Tăng trưởng,Khai khoáng,-3.1,%,
2019-06-27,Tăng trưởng,"Công nghiệp chế biến, chế tạo",1.8,%,
2019-06-27,Tăng trưởng,Sản xuất và Phân phối điện,2.9,%,
2019-06-27,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.7,%,
2019-07-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",0.8,%,
2019-07-28,Tăng trưởng,Sản xuất và Phân phối điện,2.6,%,
2019-07-28,Tăng trưởng,Khai khoáng,-0.5,%,
2019-07-28,Tăng trưởng,Toàn ngành công nghiệp,5.9,%,
2019-07-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",7.5,%,
2019-08-28,Tăng trưởng,Khai khoáng,-2.8,%,
2019-08-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",7.5,%,
2019-08-28,Tăng trưởng,Sản xuất và Phân phối điện,-1.4,%,
2019-08-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.9,%,
2019-08-28,Tăng trưởng,Toàn ngành công nghiệp,5.4,%,
2019-09-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.9,%,
2019-09-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.8,%,
2019-09-29,Tăng trưởng,Toàn ngành công nghiệp,-0.1,%,
2019-09-29,Tăng trưởng,Khai khoáng,-6.4,%,
2019-09-29,Tăng trưởng,Sản xuất và Phân phối điện,-2.8,%,
2019-10-29,Tăng trưởng,Toàn ngành công nghiệp,2.7,%,
2019-10-29,Tăng trưởng,Khai khoáng,8.6,%,
2019-10-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.4,%,
2019-10-29,Tăng trưởng,Sản xuất và Phân phối điện,0.1,%,
2019-10-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.0,%,
2019-11-28,Tăng trưởng,Sản xuất và Phân phối điện,-2.4,%,
2019-11-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",1.2,%,
2019-11-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-1.1,%,
2019-11-28,Tăng trưởng,Toàn ngành công nghiệp,-1.6,%,
2019-11-28,Tăng trưởng,Khai khoáng,-5.4,%,
2019-12-26,Tăng trưởng,Toàn ngành công nghiệp,0.5,%,
2019-12-26,Tăng trưởng,Khai khoáng,3.8,%,
2019-12-26,Tăng trưởng,"Công nghiệp chế biến, chế tạo",0.3,%,
2019-12-26,Tăng trưởng,Sản xuất và Phân phối điện,-2.2,%,
2019-12-26,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",4.4,%,
2020-01-29,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-6.9,%,
2020-01-29,Tăng trưởng,Sản xuất và Phân phối điện,-7.7,%,
2020-01-29,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-12.8,%,
2020-01-29,Tăng trưởng,Toàn ngành công nghiệp,-11.8,%,
2020-01-29,Tăng trưởng,Khai khoáng,-7.9,%,
2020-02-28,Tăng trưởng,Toàn ngành công nghiệp,8.4,%,
2020-02-28,Tăng trưởng,Khai khoáng,5.8,%,
2020-02-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",9.0,%,
2020-02-28,Tăng trưởng,Sản xuất và Phân phối điện,7.1,%,
2020-02-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",4.6,%,
2020-03-27,Tăng trưởng,Toàn ngành công nghiệp,10.8,%,
2020-03-27,Tăng trưởng,"Công nghiệp chế biến, chế tạo",11.4,%,
2020-03-27,Tăng trưởng,Sản xuất và Phân phối điện,12.9,%,
2020-03-27,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",5.4,%,
2020-03-27,Tăng trưởng,Khai khoáng,5.4,%,
2020-04-28,Tăng trưởng,Toàn ngành công nghiệp,-13.3,%,
2020-04-28,Tăng trưởng,Khai khoáng,-6.2,%,
2020-04-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",-15.4,%,
2020-04-28,Tăng trưởng,Sản xuất và Phân phối điện,-7.3,%,
2020-04-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",-2.5,%,
2020-05-31,Tăng trưởng,Toàn ngành công nghiệp,11.2,%,
2020-05-31,Tăng trưởng,Khai khoáng,-0.4,%,
2020-05-31,Tăng trưởng,"Công nghiệp chế biến, chế tạo",12.8,%,
2020-05-31,Tăng trưởng,Sản xuất và Phân phối điện,13.7,%,
2020-05-31,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",5.1,%,
2020-06-28,Tăng trưởng,Sản xuất và Phân phối điện,6.5,%,
2020-06-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",4.4,%,
2020-06-28,Tăng trưởng,Khai khoáng,-3.7,%,
2020-06-28,Tăng trưởng,Toàn ngành công nghiệp,10.3,%,
2020-06-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",13.0,%,
2020-07-28,Tăng trưởng,Toàn ngành công nghiệp,1.1,%,
2020-07-28,Tăng trưởng,Khai khoáng,-7.9,%,
2020-07-28,Tăng trưởng,"Công nghiệp chế biến, chế tạo",2.1,%,
2020-07-28,Tăng trưởng,Sản xuất và Phân phối điện,2.7,%,
2020-07-28,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",4.5,%,
2020-08-31,Tăng trưởng,"Cung cấp nước, hoạt động quản lý và xử lý rác thải, nước thải",2.2,%,
2020-08-31,Tăng trưởng,Sản xuất và Phân phối điện,0.7,%,
