last_updated,name,value,unit,source
2019-02-13,Tín dụng,7111011.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-02-13,Cung tiền M2,9061689.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-02-13,Tăng trưởng tín dụng,12.34,%,Ngân hàng Nhà nước Việt Nam
2019-02-13,Tăng trưởng Cung tiền M2,10.6,%,Ngân hàng Nhà nước Việt Nam
2019-03-27,Tăng trưởng Cung tiền M2,12.44,%,Ngân hàng Nhà nước Việt Nam
2019-03-27,Tín dụng,7375669.11,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-03-27,Cung tiền M2,9121583.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-03-27,Tăng trưởng tín dụng,13.92,%,Ngân hàng Nhà nước Việt Nam
2019-05-21,Tăng trưởng tín dụng,1.9,%,Ngân hàng Nhà nước Việt Nam
2019-05-21,Tăng trưởng Cung tiền M2,3.0,%,Ngân hàng Nhà nước Việt Nam
2019-05-21,Tín dụng,7348531.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-05-21,Cung tiền M2,9488086.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-05-21,Tăng trưởng tín dụng,1.07,%,Ngân hàng Nhà nước Việt Nam
2019-05-21,Tăng trưởng Cung tiền M2,1.78,%,Ngân hàng Nhà nước Việt Nam
2019-05-21,Tín dụng,7288020.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-05-21,Cung tiền M2,9376631.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-03-28,Cung tiền M2,9478157.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-03-28,Tăng trưởng tín dụng,3.13,%,Ngân hàng Nhà nước Việt Nam
2019-03-28,Tăng trưởng Cung tiền M2,2.89,%,Ngân hàng Nhà nước Việt Nam
2019-03-28,Tín dụng,7437086.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-07-11,Tăng trưởng tín dụng,4.46,%,Ngân hàng Nhà nước Việt Nam
2019-07-11,Tăng trưởng Cung tiền M2,3.63,%,Ngân hàng Nhà nước Việt Nam
2019-07-11,Tín dụng,7532976.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-07-11,Cung tiền M2,9546608.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-07-16,Tăng trưởng tín dụng,5.78,%,Ngân hàng Nhà nước Việt Nam
2019-07-16,Tăng trưởng Cung tiền M2,5.37,%,Ngân hàng Nhà nước Việt Nam
2019-07-16,Tín dụng,7628015.24,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-07-16,Cung tiền M2,9706888.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-08-28,Tăng trưởng tín dụng,7.36,%,Ngân hàng Nhà nước Việt Nam
2019-08-28,Tăng trưởng Cung tiền M2,7.11,%,Ngân hàng Nhà nước Việt Nam
2019-08-28,Tín dụng,7742083.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-08-28,Cung tiền M2,9866484.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-09-26,Cung tiền M2,9860081.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-09-26,Tăng trưởng Cung tiền M2,7.04,%,Ngân hàng Nhà nước Việt Nam
2019-09-26,Tăng trưởng tín dụng,7.48,%,Ngân hàng Nhà nước Việt Nam
2019-09-26,Tín dụng,7750773.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-11-25,Tăng trưởng tín dụng,8.16,%,Ngân hàng Nhà nước Việt Nam
2019-11-25,Tăng trưởng Cung tiền M2,8.0,%,Ngân hàng Nhà nước Việt Nam
2019-11-25,Tín dụng,7799732.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-11-25,Cung tiền M2,9949135.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-11-25,Tăng trưởng tín dụng,9.4,%,Ngân hàng Nhà nước Việt Nam
2019-11-25,Tăng trưởng Cung tiền M2,9.46,%,Ngân hàng Nhà nước Việt Nam
2019-11-25,Tín dụng,7888910.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2019-11-25,Cung tiền M2,10083735.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-01-29,Tăng trưởng tín dụng,10.03,%,Ngân hàng Nhà nước Việt Nam
2020-01-29,Tăng trưởng Cung tiền M2,10.06,%,Ngân hàng Nhà nước Việt Nam
2020-01-29,Tín dụng,7934649.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-01-29,Cung tiền M2,10138630.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-02-13,Cung tiền M2,10274960.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-02-13,Tăng trưởng Cung tiền M2,11.54,%,Ngân hàng Nhà nước Việt Nam
2020-02-13,Tăng trưởng tín dụng,11.0,%,Ngân hàng Nhà nước Việt Nam
2020-02-13,Tín dụng,8004063.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-03-04,Tăng trưởng tín dụng,13.65,%,Ngân hàng Nhà nước Việt Nam
2020-03-04,Tăng trưởng Cung tiền M2,14.78,%,Ngân hàng Nhà nước Việt Nam
2020-03-04,Tín dụng,8195393.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-03-04,Cung tiền M2,10573725.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-03-26,Tăng trưởng tín dụng,0.1,%,Ngân hàng Nhà nước Việt Nam
2020-03-26,Tăng trưởng Cung tiền M2,1.74,%,Ngân hàng Nhà nước Việt Nam
2020-03-26,Tín dụng,8203403.05,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-03-26,Cung tiền M2,10758024.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-04-20,Tăng trưởng tín dụng,0.17,%,Ngân hàng Nhà nước Việt Nam
2020-04-20,Tăng trưởng Cung tiền M2,0.94,%,Ngân hàng Nhà nước Việt Nam
2020-04-20,Tín dụng,8209360.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-04-20,Cung tiền M2,10672880.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-06-02,Tăng trưởng tín dụng,1.31,%,Ngân hàng Nhà nước Việt Nam
2020-06-02,Tín dụng,8302412.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-06-02,Tăng trưởng Cung tiền M2,1.72,%,Ngân hàng Nhà nước Việt Nam
2020-06-02,Cung tiền M2,10755572.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-06-22,Tăng trưởng tín dụng,1.41,%,Ngân hàng Nhà nước Việt Nam
2020-06-22,Tăng trưởng Cung tiền M2,1.95,%,Ngân hàng Nhà nước Việt Nam
2020-06-22,Tín dụng,8311303.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-06-22,Cung tiền M2,10779851.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-07-24,Tăng trưởng tín dụng,2.0,%,Ngân hàng Nhà nước Việt Nam
2020-07-24,Tăng trưởng Cung tiền M2,3.36,%,Ngân hàng Nhà nước Việt Nam
2020-07-24,Tín dụng,8359045.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-07-24,Cung tiền M2,10928485.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-08-19,Tăng trưởng tín dụng,3.65,%,Ngân hàng Nhà nước Việt Nam
2020-08-19,Tăng trưởng Cung tiền M2,5.15,%,Ngân hàng Nhà nước Việt Nam
2020-08-19,Tín dụng,8494504.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-08-19,Cung tiền M2,11118423.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-09-18,Cung tiền M2,11163361.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-09-18,Tín dụng,8527386.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-09-18,Tăng trưởng tín dụng,4.05,%,Ngân hàng Nhà nước Việt Nam
2020-09-18,Tăng trưởng Cung tiền M2,5.58,%,Ngân hàng Nhà nước Việt Nam
2020-10-28,Tăng trưởng tín dụng,4.82,%,Ngân hàng Nhà nước Việt Nam
2020-10-28,Tăng trưởng Cung tiền M2,7.02,%,Ngân hàng Nhà nước Việt Nam
2020-10-28,Tín dụng,8590818.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-10-28,Cung tiền M2,11315994.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-11-29,Tăng trưởng tín dụng,6.08,%,Ngân hàng Nhà nước Việt Nam
2020-11-29,Tăng trưởng Cung tiền M2,8.63,%,Ngân hàng Nhà nước Việt Nam
2020-11-29,Tín dụng,8694050.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2020-11-29,Cung tiền M2,11485845.0,Tỷ VNĐ,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tăng trưởng tín dụng,6.79,%,Ngân hàng Nhà nước Việt Nam
2021-04-26,Tăng trưởng Cung tiền M2,9.3,%,Ngân hàng Nhà nước Việt Nam
