Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,Chỉ tiêu định giá,Chỉ tiêu định giá,symbol
BHC,2015,5,-2.7950284626,-7.1734461869,-2.0961812776389417,-0.5178260824,1.1697774609,3.4941277897,98.92996493973703,43.473415426,186.2837204165,328.68710078223705,8.3959356867,0.002993483362605318,0.15639474061910122,-0.042884990285207224,0.3636251707,0.0125080279,-0.050165895,4244199016.0,500464522,0.3430475005,0.0088193791,0.2601848758,-0.07312606299701124,-6.173446186894248,11250000000.0,4500000.0,-1.5691004951,0.0672908595,-5.9292207636,-1593.2695246666667,17.2247907783,year,,,BHC
BHC,2014,5,-4.4022941976,-9.8012245085,-2.9040250085412156,-0.3584991299333333,0.6246392387,1.5257040002,176.18116313007334,85.1773469448,301.0554420543,562.4139521291734,4.2851769055,-0.11237835089587768,0.06371146894451798,-0.16746979792069844,1.7510338443,-0.2310510862,-0.1046082071,-5998007872.0,-10106954987,0.3807540881,0.0181989655,0.2489394972,1.2191682519267897,-8.80122450849795,11250000000.0,4500000.0,-0.7469273281,0.1250877687,-11.6051260005,-3347.045831777778,-11.4123001901,year,,,BHC
BHC,2013,5,-76.3650537664,-137.3325738518,-66.35177950166441,-0.023794546755555555,0.5239236549,1.0942091822,241.64201245514187,102.5721702693,362.5110886025,706.7252713269419,3.5584700903,-0.11419985768242105,0.1349291757784041,-0.20438530712621805,-2.3045512275,-0.1516619948,-0.1070822971,-7745234381.0,-9054445291,0.4657680737,0.0230495491,0.2910453543,1.1638765111233367,-136.33257385181415,11250000000.0,4500000.0,-0.6942350947,0.1418914531,0.2249774873,-3601.085596222222,-8.9981222978,year,,,BHC
BHC,2024,4,-0.6175369064,-1.4458309862,-0.24782782737465867,-1.7120530134222223,0.2114494898,0.3708332198,1191.9482819818986,0.0,3234.4169910686,4426.365273050498,0.0,0.21533591265241211,0.23233154940186937,0.04490178370601066,0.0,-0.0321250642,0.0083348728,4403775064.0,427672788,0.0047577998,0.0006419621,0.0047577998,-0.768949756993629,-0.4458309861866047,7200000000.0,4500000.0,23.9176443751,0.9427808192,3.816716098,19.817379777777777,7.513294082,quarter,0.0,0.0,BHC
BHC,2024,3,0.0,0.0,-0.25953564123933964,-1.7140347514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23114880494271536,0.23153190663993128,0.005164314883514886,0.0,0.0,0.0,0.0,444939869,0.0,0.0,0.0,-0.9980698265100699,-0.46102260292830605,8550000000.0,4500000.0,18.9519280554,0.8383846111,4.8546039557,2.209072,4.6638421063,quarter,0.0,0.0,BHC
BHC,2016,2,-2.8774622479,-7.5079348345,-2.0390540109638375,-0.5155061906666667,1.3066777129,3.3203945263,98.66817437634697,31.9667875319,164.6806007151,295.315562623347,11.4181007283,0.03277011858181237,0.11497177550861795,0.0008760964078942351,0.0,0.0,-0.0006232863,10651679494.0,1960319112,0.3826037072,0.0195762185,0.3098424031,-1.134615179311517,-6.507934834465516,14400000000.0,4500000.0,-156.8007268236,0.0747940687,6.2044930675,11.646304666666667,7.0300358619,quarter,0.0,0.0,BHC
BHC,2016,1,-2.8117544624999997,-7.4543562009,-2.0695476321290593,-0.5166708211333333,1.2031202565,2.7872199027,104.6923210171602,34.9448249208,178.0434071316,317.68055306956023,10.4450373074,0.05292290438928051,0.1434459582765513,0.0011112616136214203,0.0,0.0,-0.0330813398,5828218001.0,2475825797,0.3728870083,0.0126320414,0.2812456985,-1.419018601394212,-6.4543562008883395,9900000000.0,4500000.0,-2.0693028335,0.0568981444,8.0238013765,11.552612666666667,47.5256284162,quarter,0.0,0.0,BHC
BHC,2015,4,0.0,0.0,-3.179185539459105,-0.47869848893333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05151325435303061,0.21695555989428983,0.010641936505029887,0.0,0.0,0.0,0.0,2138466184,0.0,0.0,0.0,-1.4171354261633968,-6.731492335631959,13050000000.0,4500000.0,-1.8201565743,0.078057397,-6.8778960857,98.172884,17.3252216861,quarter,0.0,0.0,BHC
BHC,2015,3,0.0,0.0,-2.9559387974301363,-0.5114490813555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02029295912184331,0.17593919948998568,-0.01436516967407022,0.0,0.0,0.0,0.0,901284097,0.0,0.0,0.0,-1.9596822923447268,-6.2275250376449325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,0.0,0.0,BHC
BHC,2015,2,0.0,0.0,-2.9079185990459315,-0.49727109435555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04412350406857688,0.09605367883101576,-0.11238394176001726,0.0,0.0,0.0,0.0,-1821719070,0.0,0.0,0.0,4.175910960213337,-6.259980599227132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,0.0,0.0,BHC
BHC,2014,1,-21.9071728173,-38.6550860284,-18.735902940323,-0.08310303544444445,0.555942527,1.1237763889,213.43528875809125,85.9036522837,315.5934911031,614.9324321448912,4.2489462356,-0.059259540113127604,0.09876854707842558,-0.10899581453721678,-4.6302454909,0.0,-0.0930216205,7943092586.0,-1451034795,0.4380520461,0.0177479838,0.3120951879,0.8855614452055773,-37.655086028486146,0.0,4500000.0,0.0,0.0,0.0,-593.084886888889,7.4663564595,quarter,0.0,0.0,BHC
BHC,2013,4,0.0,0.0,54.83779465157168,0.028945666444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13543346678612908,0.09588351060581571,-0.14205106182357666,0.0,0.0,0.0,0.0,-3702887645,0.0,0.0,0.0,0.19708451583080158,113.65722324782618,4950000000.0,4500000.0,-0.3054634417,0.0624322393,0.0989900944,-863.0709713333333,-6.9728791166,quarter,0.0,0.0,BHC
BHC,2013,3,17.319043832,27.4456326794,13.887855253006087,0.1154749858,0.5294756724,1.0869580531,244.03003421668996,95.2498476303,355.1660341424,694.44591598939,3.8320271273,-0.18885006442906752,0.10307803048560928,-0.2837356102460402,-0.5941514621,-2.6470588235,-0.0451814235,-14438117.0,-2469692198,0.5148676575,0.0057932517,0.3540552564,1.2948376976321747,28.445632679465835,11250000000.0,4500000.0,-1.6471491124,0.1405551672,0.4949658981,-824.5690393333333,-5082.6597803577,quarter,2.1649710391,1154.749858,BHC
BHC,2013,2,9.9662826505,15.1697644085,8.264975378391213,0.19793188973333334,0.638528881,1.3270942023,209.57805336264255,79.4554229973,296.3567671952,585.3902435551425,4.5937707739,-0.16510353678986758,0.08973281036719756,-0.20508064296456904,-0.5212097808,-2.1176470588,-0.0484698025,1912591158.0,-2609310899,0.5158541503,0.0074538815,0.4004982989,1.2992589650457225,16.16976440858151,9000000000.0,4500000.0,-1.2031574927,0.0913299426,0.0,-720.2472491111112,36.5360427379,quarter,1.0104485955,1979.3188973333,BHC
BHC,2013,1,7.5210652623,11.4540174456,6.072398611668963,0.2699566146444444,0.7814274887,1.6988253253,175.34450904650927,73.8923296554,246.1961264018,495.4329651037093,4.9396196019,-0.01228755021904783,0.19579591652205694,-0.12950461968322374,-0.6520687317,-1.1647058823,-0.0696204615,4834241755.0,-283323050,0.5772209599,0.0119878865,0.4319185039,0.14272622050070016,12.454017445668633,4950000000.0,4500000.0,-0.4370081159,0.0389347791,0.3695612635,-663.5739822222222,14.0118505391,quarter,0.4074728827,2699.5661464444,BHC
