Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu thanh khoản,symbol
VRG,2017,1,0.0,0.0,0.9843174623558614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31345925326853785,0.2711336623343676,0.10684035203257866,0.0,0.0,0.0,0.0,-551536968,0.0,0.0,0.0,0.0,1.5460718648325023,72505630400.0,25894868.0,-22.1805415866,0.2844610715,10.301920851,-3.0717566933,7.25964094507066,9843.1746235586,-9.9629821795,quarter,0.0,0.0,VRG
VRG,2016,4,0.5479095119,0.0,0.9806743806649256,0.0169258271,508.463759125,164.13634594400267,0.0,10.7248674277,174.86121337170266,0.0,-0.2570837462058095,0.34589376592448495,0.09399742548135781,-0.0162732928,0.0,-0.0107375059,-8020868595.0,-452343290,0.0,3.3290370933,0.7524329111,3.3290370933,1.5512703141363369,95811011600.0,25894868.0,-22.9278517544,0.3761724259,14.5451056896,106.663196214,6.386983436254628,9835.9149826135,-9.8553358664,quarter,0.0,0.0,VRG
VRG,2016,3,0.5464303132,3.8726571760244656e-06,0.9800308385043708,0.0152085706,440.2268857151,46.08900448571465,0.0,14.2054229471,60.29442743281466,0.0,-0.9781044563947487,-0.28787332302760893,-0.3127385152427021,-0.0166565151,0.0,-0.0109321983,-9996514938.0,-1720991678,0.0,3.4959074898,1.2348203123,3.4959074898,1.5464303132265238,150190234400.0,25894868.0,-35.297099474,0.5968004249,25.3721997104,5.4302429292,-21.250110910007344,9718.4917409302,-12.3196201107,quarter,0.0,0.0,VRG
VRG,2016,2,0.5456872356,3.6535050926041374e-05,0.9821558495953716,0.0137497094,241.4005756194,138.69207908677046,0.0,11.0967756612,149.78885474797048,0.0,-1.6985113385630803,-1.2171728476901305,-1.7615700508627858,-0.0232326847,0.0,-0.0155605562,-11083465091.0,-2988560025,0.0,3.5279420188,1.1655091894,3.5279420188,1.5456872355742184,69916143600.0,25894868.0,-11.7635409679,0.2749054543,13.312807926,2.2244680939,-119.69603081197401,9821.5584959537,-3.9478610823,quarter,0.0,0.0,VRG
VRG,2016,1,0.5049601021,6.837256235829146e-05,0.9941254526765689,0.0122320052,152.4752931707,122.11402269428879,0.0,11.3021884093,133.41621110358878,0.0,-2.2208249417082544,-1.4307973797220597,-1.1088463213299695,-0.0203530091,0.0,-0.0139367342,-11759270730.0,-2906200918,0.0,5.6690325101,1.3015144387,5.6690325101,1.504960102105745,59558196400.0,25894868.0,-11.4031041027,0.2333068632,12.9923122568,2.9622195506,-56.036237566455256,9858.2612114839,-12.2221203424,quarter,0.0,0.0,VRG
VRG,2015,4,0.0,0.00010109408059933463,0.9897581978560385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.210960729318126,-0.9589764044887271,0.7746630154898628,0.0,0.0,0.0,0.0,-2413998681,0.0,0.0,0.0,0.0,1.4978780636658058,67326656800.0,25894868.0,-45.4513330727,0.2600704592,7.9379151967,7.8078899515,32.662928499963776,9997.2907643321,-26.8273931354,quarter,0.0,0.0,VRG
VRG,2015,3,0.0,0.0001340660962259677,0.9856816098232283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9960338942296785,-4.148359767341776,-2.0504052913503106,0.0,0.0,0.0,0.0,-5454831952,0.0,0.0,0.0,0.0,1.4237399435495077,67248972196.0,25894868.0,-16.7938556034,0.2634725021,7.9459716088,4.7814771879,-86.4533869413816,9856.8160982323,46.3265735116,quarter,0.0,0.0,VRG
VRG,2015,2,0.0,0.00016514965982627854,0.9944572471193907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.356161140390059,-2.325971662335369,-2.178936170790167,0.0,0.0,0.0,0.0,-3664365664,0.0,0.0,0.0,0.0,1.4148338365246649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,0.0,0.0,VRG
VRG,2015,1,0.0,0.5334843947873719,1.023296864645149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5007196315016944,-0.7919488026247374,-0.2360256188697308,0.0,0.0,0.0,0.0,-1637681410,0.0,0.0,0.0,0.0,1.4068915715645163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,0.0,0.0,VRG
VRG,2014,4,0.0,0.5314004122060199,1.0242876643549603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10868939188975961,0.05824048547833132,0.16786050218502704,0.0,0.0,0.0,0.0,-563918575,0.0,0.0,0.0,0.0,1.332489788995396,90632038000.0,25894868.0,27.7912359281,0.3416995954,13.1007720368,1.1642403249,33.632879997689116,10242.9152612402,-7.4714669838,quarter,0.0,0.0,VRG
VRG,2014,1,0.1155589111,0.5344588289168566,1.0099573578865124,0.0220035028,0.0471783931,0.0,743.8107982339,36.3256376184,0.0,0.4907161886,0.0,0.0,0.0,0.0052561684,0.0,0.0049362261,1837213555.0,-920466751,0.0,1.597485924,0.9826438527,1.0887360357,1.11555891113728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.1642917603,quarter,0.0,0.0,VRG
VRG,2013,3,0.0601692381,0.5299237817008092,1.015295800438141,0.0220035028,0.0471783931,0.0,743.8107982339,36.3256376184,0.0,0.4907161886,0.0,0.0,0.0,0.0052561684,0.0,0.0049362261,1837213555.0,-965465805,0.0,2.517123886,1.3439038638,1.5451743804,1.0601692381324332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.5714921584,quarter,0.0,0.0,VRG
VRG,2013,2,0.061431491,0.5281768319456649,1.01795435208629,0.0220035028,0.0471783931,0.0,743.8107982339,36.3256376184,0.0,0.4907161886,0.0,0.0,0.0,0.0052561684,0.0,0.0049362261,1837213555.0,-1473435918,0.0,2.530738781,1.4310447613,1.5812464841,1.061431491014956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10179.5435208629,-12.6132393923,quarter,0.0,0.0,VRG
VRG,2013,1,0.0635086716,0.5276934445796624,1.0177222209126535,0.0220035028,0.0471783931,0.0,743.8107982339,36.3256376184,0.0,0.4907161886,0.0,0.0,0.0,0.0052561684,0.0,0.0049362261,1837213555.0,-471079330,0.0,2.5572726151,1.5034576335,1.638701202,1.0606978239035825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10178.0563477288,-13.6975575841,quarter,0.0,0.0,VRG
