Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
HAD,2013,5,0.1439979923,0.2639298034682066,3.394506205825,1.3500084221,5.737547012,9.457984000043357,59.6581588795,6.3968498592,75.51299273874336,6.1181908201,0.20153525237908868,0.29049812145580556,0.14478535168442722,0.2268799003,0.3009484901,0.1954614442,51480670980.0,40862860695,0.1488095238,5.9460888606,4.0163320646,4.3970405251,0.0,1.1439979923033317,67200000000,4000000.0,2.2891112731,0.4949173453,0.3314297807,4.4040175997,7339.0927725,33945.06205825,-0.2200371174,year,HAD
HAD,2025,4,0.3265549472,0.22075125091412598,1.853817346925,1.6833636664,10.4065039833,0.11220317570487262,69.5866667867,3.9014446098,73.60031457220487,5.2452577032,-0.14136995442724107,0.12827782621850495,-0.04312866240688852,0.0937992184,0.0733972939,0.0717776604,9877424962.0,-3667861302,0.0,2.9562770259,0.0569321124,1.9069743956,0.0,1.3265549472169718,57200000000,4000000.0,8.2377283001,0.7713812811,0.3512520057,-139.9664877651,-279.74464675,18538.17346925,5.39111483,quarter,HAD
HAD,2025,3,0.6396105092,0.18816039193151676,1.8872668116,1.5263924956,11.955729811,1.9495322232031205,71.6291274945,7.184392423,80.76305214070312,5.0956923917,0.06764272857338151,0.24782879350727038,0.0582918571114155,0.0777253904,0.0584206034,0.0528578536,9021636953.0,4198984240,0.0,2.1120361943,0.0817996951,1.5832762622,0.0,1.6396105092457083,55600000000,4000000.0,9.5682562638,0.7365148327,0.3313417031,-21.8011008396,904.6300855,18872.668116,5.725161904,quarter,HAD
HAD,2025,2,0.6251045583,0.17313409225656848,1.91680380305,1.5023812486,11.9926089772,1.708173918791398,70.9362223774,9.8890184027,82.5334146988914,5.145467122,0.09892848802231609,0.3195622599248624,0.08890261094487067,0.09270122,0.0682850333,0.0623995216,10096292850.0,5966991545,0.0,2.1901297833,1.5433064278,1.5874699552,0.0,1.6251045583243475,57200000000,4000000.0,8.235140069,0.7460335783,0.342036218,18.7934635191,1340.56715725,19168.0380305,5.2742460016,quarter,HAD
HAD,2025,1,0.3188234755,0.18819102535620338,1.824572087325,1.541106625,11.9390279434,1.3232226307208248,70.1164398466,12.8476601102,84.28732258752082,5.2056265378,-0.072749495655036,0.16684526571032982,-0.06328220833109778,0.0857896483,0.0662007753,0.0574851755,9953382510.0,-1055507419,0.0,3.3437644553,0.3269520713,2.2877453494,0.0,1.3188234755102786,64000000000,4000000.0,9.972205413,0.8769179421,0.3719755462,12.4479667163,-229.53712525,18245.72087325,5.6656382373,quarter,HAD
HAD,2024,4,0.2869825754,0.20199548270465253,1.84752579985,1.8224672165,10.5082987549,0.0890363136133383,57.3479305283,4.9005269185,62.33749376041334,6.3646586134,-0.152103615699769,0.09689838588586536,-0.07286850064509827,0.0851833048,0.0657142758,0.066857456,10118572156.0,-4700257733,0.0,3.5714370961,0.041218192,2.5682223419,0.0,1.286982575354589,60000000000,4000000.0,9.5123517828,0.8118966458,0.3489619102,6.8324475673,-562.939829,18475.2579985,5.1778317861,quarter,HAD
HAD,2024,3,0.6977538331,0.181765858058342,1.90381978275,1.5146654879,10.618581024,1.5564139645524575,69.0525435478,13.4729833702,84.08194088255246,5.2858299093,0.08168710585412216,0.23685157589161687,0.07728353586541827,0.0978448803,0.0580544209,0.0661432083,9677342893.0,5024334064,0.0,2.0834599694,0.2127860179,1.6176106927,0.0,1.6977538331417992,65600000000,4000000.0,8.9479518541,0.8614260734,0.3907438626,5.6133768401,1188.3708505,19038.1978275,5.6103647042,quarter,HAD
HAD,2024,2,0.6525591572,0.1986888868896208,1.9049826977,1.5447664232,10.1614985265,1.0963880103639358,67.9331715668,11.1427845354,80.17234411256393,5.3729274165,0.08540419953212301,0.2991037383487486,0.07421709410566503,0.0853194618,0.0408847923,0.0583061203,8412420919.0,5562954556,0.0,2.1525725756,0.1562887935,1.5235268805,0.0,1.652559157178113,57200000000,4000000.0,8.9694701684,0.7506629859,0.3385463322,5.7080239749,1208.56563275,19049.826977,5.875669987,quarter,HAD
HAD,2024,1,0.2925231976,0.2250165697727481,1.829126134425,1.524164017,9.5832834161,1.454760953473645,67.9773977322,7.7642926368,77.19645132247364,5.3694317843,-0.07160963341631914,0.17195431204215517,-0.07145123060914349,0.0693918475,0.0222247743,0.0475624424,6962847299.0,-1030678085,0.0,3.3749876176,0.4845196699,2.3692388143,0.0,1.292523197610536,61600000000,4000000.0,11.8677283493,0.8419320959,0.3703395037,7.2491942426,-257.099548,18291.26134425,7.357633829,quarter,HAD
HAD,2023,4,0.0,0.23986834881776425,1.854836089225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19128398978116617,0.07446469406319974,-0.04574114540068823,0.0,0.0,0.0,0.0,-5135604335,0.0,0.0,0.0,0.0,0.0,1.261274767560452,62000000000,4000000.0,10.3233639335,0.8356533545,0.3722523026,28.3258251188,-307.015272,18548.36089225,7.5993935097,quarter,HAD
HAD,2023,3,0.63650018,0.22684507296437348,1.885537616425,1.4846856181,8.828755149,1.7545193485465473,74.1308019525,7.011620447,82.89694174804654,4.9237292783,0.05942363961277032,0.21211136333850353,0.060712621963583194,0.0970062945,0.0683685124,0.067338552,10703230585.0,3718720740,0.0,2.0828866149,0.0768676934,1.5636045478,0.0,1.6365001799595429,65600000000,4000000.0,8.8873812567,0.8697784577,0.4030909828,5.2288207149,949.84625625,18855.37616425,5.7842260141,quarter,HAD
HAD,2023,2,0.6350200044,0.23628847744545897,1.9105529908,1.4648393348,8.3848841364,1.4537093683759754,76.4545779079,6.0382183046,83.94650558087598,4.7740764515,0.06516468903790573,0.2624357522008465,0.05834982824865103,0.1192600937,0.1025614759,0.08417041,13464284704.0,4073638298,0.0,2.0604174255,0.095537656,1.4076096871,0.0,1.6350200043873078,71200000000,4000000.0,7.8256305048,0.9316674327,0.4496646917,78.3524361378,911.90527625,19105.529908,5.0139986096,quarter,HAD
HAD,2023,1,0.2550426807,0.252136189467143,1.903812463175,1.4369279534,7.9598527169,1.4880267332301265,77.7306197477,9.5843875834,88.80303406433013,4.6957042306,-0.027912846246808884,0.22834403364394965,-0.014586528499947798,0.1474565944,0.1397777652,0.1039085801,16430908368.0,-407886264,0.0,3.6295068514,0.1773721516,2.2446384377,0.0,1.2550426807350759,68000000000,4000000.0,6.0790320668,0.8929450946,0.4395930838,9.288627023,-53.287692,19038.12463175,3.8563661096,quarter,HAD
HAD,2022,4,0.2375013562,0.2535882233409877,1.909141232375,1.6446601499,7.1779205466,0.0,68.365359664,2.1518957028,0.0,5.3389611609,-0.09671566359931119,0.15835837235238392,0.006398316634020441,0.1419756819,0.1333465013,0.1142571641,16155235166.0,-2228016699,0.0,3.8406541319,0.0870306875,2.7975504136,0.0,1.2375013562306936,64400000000,4000000.0,6.1152111956,0.8433111038,0.4248334766,4.7353559356,36.8491405,19091.41232375,3.7730836524,quarter,HAD
HAD,2022,3,0.5396141635,0.2481312381333516,1.905456318325,1.4176185955,7.17194584,0.740068967863604,81.9290048948,7.5410795604,90.21015342306362,4.4550766907,0.1100119064157491,0.28637549813922103,0.09482069319455452,0.1416012275,0.1422165035,0.0987856574,17060692378.0,6400230046,0.0,2.2657662559,0.1101753111,1.7402610311,0.0,1.5396141635006642,66000000000,4000000.0,6.3409748153,0.8659343088,0.4418659345,3.2632634905,1379.110383,19054.56318325,3.6029405495,quarter,HAD
HAD,2022,2,0.6490232771,0.27115807537112085,1.867545280025,1.3877399935,6.4042808702,1.0376010566833225,85.5189409226,9.3111182746,95.86766025388333,4.2680603392,0.11688667638930472,0.33919307858264325,0.09743764230287187,0.1065937331,0.1024103723,0.0752525602,14453474691.0,6880098978,0.0,2.02924826,0.1545617441,1.4684011944,0.0,1.649023277086901,63200000000,4000000.0,8.1846372493,0.846030357,0.4438258681,2.6328352856,1433.82600125,18675.45280025,4.0591388317,quarter,HAD
HAD,2022,1,0.2808132326,0.29902419495114196,1.777932789475,1.3265847275,5.5520127235,0.9034518570960933,88.5475690946,4.3533475439,93.80436849559608,4.1220781523,-0.07549805640809333,0.17613694226936116,-0.07539432090719553,0.0739073511,0.0545494452,0.0531115939,11171975755.0,-869220170,0.0,3.2798117302,0.3233208051,2.0389425268,0.0,1.280813232553311,58000000000,4000000.0,11.0454999085,0.8155538885,0.4422213621,7.3978764765,-217.006462,17779.32789475,4.6136031888,quarter,HAD
HAD,2021,4,0.2480040221,0.31773273160238347,1.799633435675,1.3850752323,4.866380618,0.12237702727292563,71.6999514935,3.2839626491,75.10629116987293,5.090658953,-0.0755056644169603,0.20317888106499601,0.0011902535223226771,0.042293551,0.0247289619,0.0344810106,9528611985.0,-1571615447,0.0,3.5089335291,0.181986899,2.275466364,0.0,1.24800402209831,67600000000,4000000.0,21.4548387595,0.9390801296,0.5341114376,210.5352453426,6.193644,17996.33435675,6.4167858933,quarter,HAD
HAD,2021,3,0.4776885326,0.3410963307335902,1.799014071275,1.2468341525,4.631243707,0.7119151543709716,82.3802400894,6.3682591777,89.46041442147097,4.4306741471,0.0627030902200095,0.2287032801565911,0.055258225463100864,-0.0007057111,-0.0190408538,-0.0005203228,6768366604.0,3210976938,0.0,2.2536230102,0.1961022667,1.5580585641,0.0,1.4776885325532485,66000000000,4000000.0,-1280.4910877335,0.9171690352,0.5343683447,6.1314163819,707.4327875,17990.14071275,8.755293542,quarter,HAD
HAD,2021,2,0.5652707852,0.3733388419891766,1.728270792525,1.3052777017,4.7874575431,5.98473667132224,78.3218234448,6.2516006058,90.55816072192223,4.6602592221,0.06529453907146801,0.2795749743433348,0.06855496875232776,0.0627869564,0.0552680243,0.0459197903,11997779781.0,3109268567,0.0,1.971238244,0.0961640827,1.3006531537,0.0,1.5652707851688514,67200000000,4000000.0,14.252667945,0.9720698905,0.5014101766,15.4966808419,816.13184075,17282.70792525,5.2878228972,quarter,HAD
HAD,2021,1,0.1989575272,0.3670402653696768,1.85108380845,1.3309060382,4.8516116042,14.112261519760654,77.1630046465,12.5717008931,103.84696705936065,4.7302460768,-0.42882259174914034,-0.042943004557022116,-0.4287823330859909,0.0896980084,0.0959046317,0.0637458199,15317286860.0,-2968507395,0.0,3.9262075296,0.1326960933,2.4460336881,0.0,1.1989575271626325,69600000000,4000000.0,10.1483706501,0.9399898546,0.486072036,2.4273430735,-742.0571765,18510.8380845,4.4162644776,quarter,HAD
HAD,2020,4,0.206544866,0.3784380972953759,1.9252895261,1.5444224236,4.7156603557,0.9794818935951872,63.3846419132,2.858926748,67.2230505547952,5.7584927355,-0.2658818603371942,0.05821662462717403,-0.1789224181915752,0.1086964544,0.1065704532,0.085008453,16496587445.0,-4721928670,0.0,3.7820624963,0.3370817397,2.7555852957,0.0,1.2065448660366034,76000000000,4000000.0,9.1812909757,0.9868645595,0.5053587223,3.7946770958,-794.393133,19252.895261,3.8713236588,quarter,HAD
HAD,2020,3,0.5065229875,0.3722121229738618,2.0047288394,1.4477138754,4.9788755606,15.110876454352052,79.4938732912,12.4472925117,107.05204225725205,4.5915488186,0.1361271127620755,0.29664319681721346,0.12307300965565232,0.173163084,0.1675550418,0.1185583517,21168071896.0,8401891987,0.0,2.1529017515,0.2987954951,1.5885624826,0.0,1.5065229874948642,90400000000,4000000.0,6.8734499163,1.1273345081,0.5628908491,2.6037276633,1899.045151,20047.288394,3.6972488402,quarter,HAD
HAD,2020,2,0.7139661622,0.4274681883234378,1.8648243243,1.3948790413,4.8251631118,12.676026113847598,82.8207119162,12.3466693563,107.8434073863476,4.4071101486,0.11252194447847795,0.32413377560076506,0.09523275029596637,0.1246617378,0.1250282903,0.0815666107,18053900161.0,6389644515,0.0,1.716350738,0.4072214515,1.1838648538,0.0,1.7139661621744324,58000000000,4000000.0,6.2620679618,0.7775531352,0.3661791773,2.8738815096,1351.96610625,18648.243243,2.0113473764,quarter,HAD
HAD,2020,1,0.2646909864,0.4427222555510167,1.843869531325,1.3379701325,4.6972606936,6.264457515228047,87.9445005368,10.5963905709,104.80534862292805,4.1503447944,-0.1300638401066457,0.10156329704331911,-0.10949424148716183,0.1243776514,0.1212443041,0.0773121152,18651374089.0,-1839721463,0.0,2.8612598089,0.5568565329,1.4124070187,0.0,1.2646909863651168,49600000000,4000000.0,5.4541023847,0.6724987744,0.3151551605,4.3553403888,-387.19237025,18438.69531325,2.0764647604,quarter,HAD
HAD,2019,4,0.352406424,0.46018501995167416,1.881762119975,1.2875077725,4.6633463587,10.764865882920574,76.2700733601,5.3824821774,92.41742142042057,4.7856253956,0.017327921369164494,0.19732070482550912,0.06071191223200915,0.1318272694,0.1313501514,0.0804271642,18685350327.0,484281942,0.0,2.3681278564,0.2973558924,1.5276405607,0.0,1.352444081366571,51200000000,4000000.0,5.1623602993,0.6799736953,0.3224788294,3.6720406495,424.195178,18824.257597,2.2392252297,quarter,HAD
HAD,2019,3,0.7844037025,0.4366773483228338,1.839342602175,1.1641965093,4.8991111291,12.258275356876958,89.2917734699,10.3288429237,111.87889175047695,4.0877225954,0.07211816250504423,0.22135097569985834,0.06227529602511255,0.1556039873,0.1256790929,0.0815029378,19095814229.0,4292026888,0.0,1.6455331324,0.16217382,1.1284203781,0.0,1.7844037024526709,67200000000,4000000.0,5.8951069979,0.9133698083,0.4127039855,4.2242767638,926.5600915,18393.42602175,3.0289731134,quarter,HAD
HAD,2019,2,1.0632037549,0.49524787752671484,1.746686593025,0.9924808486,4.5435047511,13.193327232658506,100.7311746248,12.2207358164,126.1452376738585,3.6235058447,0.10767611662501417,0.3198837603385396,0.09394373733597905,0.148721336,0.1231807954,0.0710626882,17981090621.0,6005759757,0.0,1.4017894082,0.2046175399,0.9352016776,0.0,2.06320375490706,84400000000,4000000.0,7.7893278643,1.208001486,0.5577241896,2.0046544268,1309.95511075,17466.86593025,3.8485053645,quarter,HAD
HAD,2019,1,0.8707044758,0.44021970501503627,1.860507557975,0.9304099796,4.6477907016,22.645286439238912,100.3104901457,12.5981982845,135.55397486943892,3.6387021883,-0.057416169526700034,0.20271585051192245,-0.048380090029025394,0.1230316541,0.0885368942,0.0544086289,16684736094.0,-891792242,0.0,1.5124207443,0.1076761919,1.0639902727,0.0,1.8707044757523998,88800000000,4000000.0,9.9422239876,1.1932227797,0.5814025939,3.6316536854,-187.86079475,18605.07557975,4.9040505005,quarter,HAD
HAD,2018,4,0.9262491096,0.4450399783106018,1.87929363745,0.9672704862,4.545634488,15.905870142063575,84.6579916433,15.0446358175,115.60849760286357,4.3114653787,-0.004977672601191951,0.1556527415358242,0.10012540723607984,0.1389619484,0.1033579514,0.0636544491,16766581591.0,-159318013,0.2877697842,1.4798366368,0.3551953643,1.0853384609,0.0,1.9262491095920142,111200000000,4000000.0,10.7640760922,1.4792792061,0.7083658026,27.8105056479,801.16664,18792.9363745,6.2161024194,quarter,HAD
HAD,2018,3,1.5252429575,0.45033766122313973,1.79917697345,0.8575264774,4.6299192918,22.774077544616375,101.5272126286,15.6870877461,139.98837791931638,3.5950952513,0.07605366081595749,0.25184301674294635,0.06544466020562566,0.0961088,0.1097122349,0.0478611336,16795338366.0,3651680255,0.3636363636,1.2747276751,0.1635786137,0.9663644876,0.0,2.5252429575273587,88000000000,4000000.0,10.1011936397,1.2227813231,0.5637780184,-35.1086355478,785.5735375,17991.7697345,4.1704679554,quarter,HAD
HAD,2018,2,0.0,0.4768837335285443,1.7206196197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06974999402783408,0.28758544615009857,0.05834258519882193,0.0,0.0,0.0,0.0,3988372432,0.2614379085,0.0,0.0,0.0,0.0,2.7734066826647146,122400000000,4000000.0,10.5689205178,1.778429099,0.7378828478,24.8345746612,834.02142775,17206.196197,5.4295235016,quarter,HAD
HAD,2018,1,1.6912319212,0.5379932441698374,1.64046393015,0.9040279618,4.6658508527,24.239947665908364,89.0998838547,13.9500367281,127.28986824870836,4.0965261032,0.014604514243562898,0.2136340687540221,0.032742405800243755,0.1004226335,0.1877649771,0.0721240837,23113548837.0,288862944,0.0,1.1560239797,0.0674500844,0.8723307519,-103.87681915635017,2.6912319211866578,201600000000,4000000.0,15.0671553067,3.072301626,1.202069866,18.0772809069,161.903155,16404.6393015,8.3983055743,quarter,HAD
HAD,2017,4,1.4456856325,0.21975702073492256,3.904301415175,0.9213797861,4.0912114218,13.705406590127065,76.9646496515,11.3576264612,102.02768270282706,4.7424369714,-0.0010684959062934776,0.19713531833747502,0.050966877497666485,0.1153424072,0.173372102,0.0745960125,23354631128.0,-33246561,0.0206185567,1.2684868319,0.0884336766,1.0064897916,0.0,1.1454352953880609,194000000000,4000000.0,14.7008676822,2.6390416841,1.1901998778,9.594240779,396.4623055,18377.88326425,7.9861953296,quarter,HAD
HAD,2017,3,0.2116869784,0.2235392870386097,3.964655184625,0.9202532796,4.1959345297,24.093688644258233,85.2170721437,12.5813143919,121.89207517985822,4.2831793069,0.12295760410091834,0.252054248590115,0.10399807153612838,0.0986543886,0.0967237625,0.0835941461,26579373472.0,7107528721,0.0210526316,4.5079261822,0.430731723,3.5409729523,0.0,1.2116869783669175,190000000000,4000000.0,12.3658537613,1.1980865369,1.1232918253,5.5252278719,1502.894607,39646.55184625,6.6043717211,quarter,HAD
HAD,2017,2,0.274283191,0.2536770673642478,3.814365723925,0.9961489537,4.7469882526,25.57237324157746,78.8257283179,13.2514114686,117.64951302807745,4.6304678408,0.0840125247314244,0.2604918214832506,0.08701760638767321,0.1058940474,0.1074276008,0.0887890135,27977100619.0,4957721789,0.0,3.4903681742,0.3246977381,2.7109130935,0.0,1.2742831910133248,180000000000,4000000.0,10.9545117132,1.1797505341,0.9764004512,6.1189004841,1283.7641905,38143.65723925,5.9481444589,quarter,HAD
HAD,2017,1,0.1156571512,0.27490836192443685,3.912654629875,1.0290152504,5.1959531569,23.258365125548348,80.1187010624,13.0813517889,116.45841797684835,4.5557403597,0.06964468066491225,0.2662883313207605,0.07854132081489146,0.1110276123,0.1124658845,0.0931670399,29718121618.0,1059355442,0.0,6.5561265943,0.4996906737,4.8773838945,0.0,1.1156571511946756,156800000000,4000000.0,9.1509888567,1.0018773367,0.828530523,6.1011146457,298.670246,39126.54629875,4.971884538,quarter,HAD
HAD,2016,4,0.1204989466,0.2837358987208811,3.882787605275,1.0840855049,4.9099572001,17.61542614624427,61.4399224482,6.7854020589,85.84075065334427,5.940762707,0.05965897972433044,0.19126054350208752,0.08145748084658316,0.1113938306,0.0,0.0984943123,29585859684.0,2214448700,0.0266666667,6.2949661397,0.7352918483,5.0061322983,0.0,1.1204989465917137,150000000000,4000000.0,8.7664168188,0.9658009609,0.7964705658,5.4039674856,755.89380425,38827.87605275,4.7642715431,quarter,HAD
