Meta,Meta,Meta,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu cơ cấu nguồn vốn,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu hiệu quả hoạt động,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu khả năng sinh lợi,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu thanh khoản,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,Chỉ tiêu định giá,period,symbol
NBW,2024,3,0.7385386798,0.8993640544390962,1.6009470673669726,2.9407347506,6.0016063494,8.231232630493313,15.9091348235,46.4872171515,70.62758460549331,22.942793813,0.04528740378869016,0.3148858480998781,0.03651048441246685,0.1659167176,0.1964709154,0.0952419295,59246055275.0,10011624079,0.0,1.0429753649,0.1519134415,0.848841675,1.7385386797635851,315010000000.0,10900000.0,10.8533738347,1.8051814822,0.3515095216,4.1064989057,740.4883102752293,16009.4706736697,4.9873559236,quarter,NBW
NBW,2024,2,0.8633864408,0.8821675423070799,1.5268982363394494,2.9688617653,6.2056361537,9.1311756205052,15.3135983545,43.9018010683,68.3465750433052,23.8350250249,0.040962535891033075,0.31614328610223824,0.03632764150799974,0.1511058129,0.1847774849,0.0882832929,55744254761.0,9489464054,0.0,1.0411479429,0.1912763133,0.8571482436,1.8633864408341059,333540000000.0,10900000.0,12.5035886783,2.0040628296,0.3718118486,5.5282348582,772.0857826605504,15268.9823633945,5.4914485131,quarter,NBW
NBW,2024,1,0.6556727016,0.8065740195035656,1.6761426248348623,2.9574003032,6.3666448157,9.747481463673447,15.2549178972,43.8215504048,68.82394976567345,23.9267102229,0.03897012059290902,0.31191617493196855,0.03177658111606185,0.1479717965,0.1610476835,0.0874589009,53140255942.0,8570940713,0.0,1.2281884098,0.2552220654,1.0107457705,1.6556727016324553,352070000000.0,10900000.0,13.3125756146,1.927043649,0.3936914561,5.7291919779,641.1762282568808,16761.4262483486,6.0515255006,quarter,NBW
NBW,2023,4,0.722467787,0.8300072339537476,1.6155375161834862,2.9440479018,6.1913228543,5.143648223332123,16.6378741321,51.0585718193,72.84009417473212,21.9378988626,0.02779809527819975,0.3631934469881017,0.024824876057847493,0.1460396606,0.1589541437,0.083886775,58526275423.0,6212780559,0.0,1.1168680574,0.2654770385,0.8937399096,1.7204896109579022,305200000000.0,10900000.0,12.0503972832,1.7369457648,0.3433602302,7.6145555403,509.01615495412847,16120.2500200917,4.737588958,quarter,NBW
NBW,2023,3,0.6197977438,0.7621535706362417,1.6597889298348625,2.9665883203,6.5076349874,9.44913445068677,15.332831875,40.3901258492,65.17209217488677,23.8051263443,0.029191479339856764,0.29546244404781047,0.025781250897890125,0.1391682826,0.1535244986,0.084633585,55517584527.0,6479684001,0.0,1.3265521268,0.2497748595,1.1311726794,1.6197977438406308,245250000000.0,10900000.0,9.7124800607,1.3555940515,0.2770866458,8.8922110397,525.0192290825688,16597.8892983486,3.9144973263,quarter,NBW
NBW,2023,2,0.7754041936,0.7445814484131369,1.6072870069266054,2.9844182849,6.5217639449,9.240406194715302,14.2489495103,41.8312748648,65.32063056981531,25.6159234571,0.03565245174471601,0.32048317644631596,0.03576903353083355,0.1365142198,0.1558149953,0.0821601033,55335979987.0,8159933395,0.0,1.2812396713,0.2790349171,1.0930479365,1.7754041936092735,249610000000.0,10900000.0,10.2842990988,1.4247610975,0.2831235423,4.7913103039,751.0656863302752,16072.8700692661,3.8274338389,quarter,NBW
NBW,2023,1,0.5347861957,0.7175699508313891,1.7226027441376146,3.0248567962,6.4612977705,10.226889382407839,12.0772304425,42.1052379144,64.40935773930784,30.2221607625,0.03299252421412632,0.28794893645593433,0.027360507078232444,0.124384449,0.1380428935,0.0750915322,54518770142.0,7077543811,0.0,1.4820517057,0.22476475,1.2035731107,1.5347861956726723,282310000000.0,10900000.0,13.015253185,1.5035387635,0.3231013465,3.8670826334,538.4739106422019,17226.0274413761,4.7656640585,quarter,NBW
NBW,2022,4,0.6558011883,0.7750252829873086,1.6687553530733945,2.978140276,6.0767903744,7.888187154634375,15.9180595541,42.365151841,66.17139854973438,22.9299305458,0.027569528019481017,0.3591839464356237,0.024904045456536756,0.115031992,0.1366683955,0.0724305156,56377700649.0,6058029492,0.0,1.3052940449,0.4883968901,1.0778415068,1.6556920715060943,300840000000.0,10900000.0,14.4941002986,1.6539272787,0.3525069544,3.4636733217,502.04824642201834,16687.5535307339,4.2760909896,quarter,NBW
NBW,2022,3,0.6911937494,0.8091936299455199,1.5257895164495412,2.9645541628,6.0755472177,16.081299546275478,7.0532475137,43.4079985769,66.54254563687547,51.7492118763,0.027471039794068234,0.29664094805247077,0.021705704248412307,0.1163584942,0.1387336414,0.0706191822,56018008092.0,6002389800,0.0,1.1785486992,0.5214621764,1.0543811998,1.6911937493878126,196200000000.0,10900000.0,10.0664109911,1.1797171108,0.2397938012,2.039533923,435.10741119266055,15257.8951644954,2.4355771011,quarter,NBW
NBW,2022,2,0.7628761263,0.808507440006566,1.4822787753302753,2.7946863117,5.6148607781,22.551608591484047,6.9615329,46.9387704003,76.45191189178405,52.4309811137,0.030686025759313253,0.3229571710858338,0.0253685485865089,0.1075775642,0.1267413108,0.0650354405,52699556796.0,6781481220,0.0,1.1192022072,0.5300298363,1.034772285,1.7628761263244301,263780000000.0,10900000.0,14.6862635219,1.6326213667,0.3417655906,4.7857514617,514.3432453211009,14822.7877533028,3.7691616872,quarter,NBW
NBW,2022,1,0.6069194815,0.7685101665725208,1.5945272972293578,2.7635816001,5.336757283,23.347633227873235,7.2441957126,46.4630068808,77.05483582127323,50.3851655147,0.03098526177731667,0.2678833356099228,0.025410500755242996,0.1073711582,0.1174626174,0.0655118883,53015472078.0,6017306192,0.0,1.2567218157,0.4836538656,1.1519280888,1.6069194814628767,239800000000.0,10900000.0,13.3899193155,1.3797192458,0.3174137858,23.5354549486,452.72415550458715,15945.2729722936,3.5640307051,quarter,NBW
NBW,2021,4,0.5296374101,0.8311363384598776,1.5443553433669726,2.8128897636,5.0619490336,10.083900808487982,6.8988227787,46.8988378695,63.88156145668798,52.9075773805,0.02315199593960202,0.2887810135998819,0.022800222221704376,0.108792416,0.122110919,0.0687122107,54556675661.0,4271761365,0.0,1.1770159721,0.6345498525,1.0767350692,1.5362466819980007,220180000000.0,10900000.0,12.0401203614,1.3038525964,0.2941115212,10.4428010756,385.9500733944954,15492.548816789,3.5996426171,quarter,NBW
NBW,2021,3,0.718008938,0.8879029355091689,1.505760336027523,2.7136025013,5.0044010554,19.431997224481858,8.2227552664,52.1711317211,79.82588421198186,44.3890141655,0.019794389603530374,0.21335963563112023,0.01866878524685764,0.1014979096,0.1097197611,0.06066166,50528642877.0,3406840306,0.0,1.0697307861,0.2026520867,0.9653591251,1.7180089379686385,240890000000.0,10900000.0,14.2875155406,1.4676970479,0.3193925453,-31.4858753984,294.7808213761468,15057.6033602752,4.296464785,quarter,NBW
NBW,2021,2,0.7003759789,0.9137666799011344,1.4762822538899083,2.7346195199,5.0516752062,14.355685439261705,8.9868692715,56.8729590814,80.2155137921617,40.61481134,0.03283237029557505,0.2843413145121951,0.02713920648574031,0.1076816099,0.1218092735,0.0634758151,50824571544.0,6719503266,0.0,1.0258435826,0.4341189838,0.9202407443,1.7003759789224226,268140000000.0,10900000.0,14.9932965781,1.6663480127,0.3480234508,8.8929707535,509.5720271559633,14762.8225388991,4.316788539,quarter,NBW
NBW,2021,1,0.6397191065,0.8959834790889908,1.578854328229358,2.6476107468,4.8779777692,14.732099690620437,9.6312824981,63.5261954231,87.88957761182044,37.8973413014,0.029739744066582547,0.2830637795342265,0.025508125306522394,0.1063838109,0.1140602389,0.0622316166,50223564723.0,5571617234,0.0,1.0771025368,0.5497107636,0.9534120882,1.6397191065221324,207100000000.0,10900000.0,11.7417711101,1.2034042445,0.2759882276,2.9852229457,438.42578688073394,15788.5432822936,2.9237681662,quarter,NBW
NBW,2020,4,0.6374714173,0.9316319252487424,1.5350117495412845,2.8841646971,4.7076798909,7.558818754988236,9.0217514343,47.880706727,64.46127691628824,40.4577761489,0.012152413622415916,0.30963946319302904,0.017432812717464614,0.0985795264,0.1129414991,0.0628931087,51215994765.0,2310110612,0.0,0.9742208261,0.5874731587,0.8632680279,1.6374686414960453,222360000000.0,10900000.0,13.6081476283,1.3289800554,0.2967440483,2.9227052861,304.0263312844037,15350.1174954128,3.0213421415,quarter,NBW
NBW,2020,3,0.8121777893,0.9326513993085649,1.5046091164128441,2.6933464639,4.6950362619,15.355754442519542,10.9382439185,59.7665348461,86.06053320711953,33.3691589546,0.026542682756308535,0.2931323166748225,0.022493334312320503,0.095061182,0.1256359376,0.0572476518,53360080593.0,4999679587,0.0,0.9767646003,0.5100373307,0.8514144054,1.8121777892802424,196200000000.0,10900000.0,12.5918154114,1.1963240023,0.267641714,2.1706890141,388.70908981651377,15046.0911641284,2.4096860776,quarter,NBW
NBW,2020,2,0.7546251746,0.9532953103086776,1.4657382074311927,2.708634075,4.5988118285,15.622449957458105,11.7206277241,54.1998411932,81.5429188747581,31.1416767592,0.03655564155073528,0.2993012981105541,0.028756861966583173,0.0880359643,0.1178166861,0.0549122946,51597790037.0,6747803275,0.0,0.9325803704,0.2950291578,0.8166779136,1.754625174647749,222360000000.0,10900000.0,15.465201547,1.3917901503,0.3135269219,3.2335461173,486.9933124770642,14657.3820743119,3.6237981849,quarter,NBW
NBW,2020,1,0.5712976685,0.9342613562530713,1.5383317429266055,2.6948454548,4.5198166683,15.912339096901912,11.9226708354,51.5671313432,79.40214127550192,30.6139459052,0.025978367860804406,0.30787390890118316,0.01868740628869111,0.0836040507,0.1036240535,0.0531000424,49591146142.0,4839358100,0.0,0.9804827084,0.2381177378,0.8168931039,1.5712976685156685,198380000000.0,10900000.0,14.5545760975,1.1830998147,0.286787729,2.9020034405,319.37316899082566,15383.3174292661,3.5434295764,quarter,NBW
NBW,2019,4,0.4960252797,0.9904727538746443,1.5063944260366973,2.7004893795,4.2632557085,9.358674896087603,10.5963660117,48.1184908831,68.07353179088761,34.4457712764,0.02311288722607829,0.36483658379260175,0.01469942184325776,0.0830025905,0.1022706803,0.0551053064,48512832928.0,4017753535,0.0,0.7955244929,0.2966768862,0.6213724496,1.5086122429650102,381500000000.0,10900000.0,28.1138072835,2.3234286715,0.5736811918,8.200858405,234.42441834862385,15063.9442602752,7.4802999343,quarter,NBW
NBW,2019,3,0.5827514425,0.898790294861888,1.4829519842018348,2.5831054199,4.4590935777,18.521043453657843,11.1852286056,52.8346638483,82.54093590755784,32.6323236538,0.01956120434203899,0.32576860680560443,0.01843877344084205,0.0797060755,0.0958824162,0.0508638432,47718705968.0,3218122691,0.0,0.8610928871,0.1990557963,0.6678466242,1.582751442476786,467610000000.0,10900000.0,36.1539573728,2.8928785596,0.7119063767,8.740601727,278.29957165137614,14829.5198420183,9.4093192985,quarter,NBW
NBW,2019,2,0.6375333327,0.9306344546135932,1.4551220270366974,2.5709879669,4.4212482407,19.096265506178085,10.1300662143,54.1561680242,83.38249974467809,36.0313538214,0.031719131376141914,0.32252503848832664,0.02729041014505536,0.0787709444,0.0998073963,0.049979889,47099206049.0,5300256298,0.0,0.8174711592,0.1819688816,0.6893233127,1.6375333327275807,320460000000.0,10900000.0,25.1591902858,2.0204491069,0.4890935136,7.8649504351,418.36866550458717,14551.220270367,6.4164417135,quarter,NBW
NBW,2019,1,0.5325645439,0.8834350404667515,1.5247518146146788,2.528882707,4.3657351319,19.178822310847377,10.5793555225,57.2714564301,87.02963426344738,34.5011564479,0.026676476186709444,0.3195382872173141,0.0214402701273786,0.0740870832,0.088399902,0.0465000483,45395478460.0,4256405595,0.0,0.831425339,0.2052052232,0.6950987252,1.5325645439391398,211460000000.0,10900000.0,17.7081410162,1.2723382136,0.3256099664,9.0832534994,313.84722935779814,15247.5181461468,4.2619216635,quarter,NBW
NBW,2018,4,0.5165720332,0.9192814438125587,1.492013057642202,2.5451711816,4.324329935,7.917877938934559,10.8146141278,53.4436415145,72.17613358123455,33.7506262993,0.01644120635855001,0.32322430837605026,0.011584671473924318,0.0709729389,0.0845640336,0.045697745,42379052441.0,2723818519,0.0,0.7390116568,0.2369039681,0.5988375251,1.5179368549467451,191840000000.0,10900000.0,16.6482572369,1.1785447863,0.2989142022,11.7410244814,176.07662788990825,14933.670916789,4.4094021637,quarter,NBW
NBW,2018,3,0.6195232103,0.9340206016628348,1.4620730331926606,2.4262644337,4.2730413317,16.702060766975528,12.2722987456,61.6215711008,90.59593061337553,29.7417792353,0.021793202260622636,0.2988575060604478,0.017416539659922375,0.0983082466,0.1016167837,0.0606548587,35533475177.0,3549801143,0.0,0.6923782135,0.0506650777,0.5570261457,1.6195232102961927,170040000000.0,10900000.0,10.7650178531,1.0669781636,0.2691176722,-13.2499696206,260.2665471559633,14620.7303319266,4.6453741073,quarter,NBW
NBW,2018,2,0.0,0.9572904898828414,1.4360463784770643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025799592120836327,0.2778178233084636,0.023335267179729776,0.0,0.0,0.0,0.0,4161857048,0.052644181,0.0,0.0,0.0,1.7092610074522439,165640339260.0,10900000.0,14.4581251512,1.0228380152,0.2745490872,4.3738436565,345.3509052293578,14857.0557356881,4.0315321648,quarter,NBW
NBW,2018,1,0.0,0.8825937989242048,1.5118989026330276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020485071620183006,0.27849036031158586,0.01879342217990189,0.0,0.0,0.0,0.0,3112066106,0.0,0.0,0.0,0.0,1.568841408913309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,NBW
NBW,2017,4,0.5898062959,0.9093849046850057,1.4862859343394494,2.4423848299,4.2730155518,4.924522269151558,12.4412193114,54.0650356077,71.43077718825155,29.3379604414,0.034487661837710015,0.26729432758139904,0.040708778021460924,0.0708431294,0.0675864644,0.0463790788,34790821803.0,5370532046,0.049382716,0.7797686341,0.3754143019,0.6199974439,1.589364027361733,176580000000.0,10900000.0,15.4130071854,1.0903910094,0.2926815897,4.6627126962,581.5875875229358,14857.0557356881,4.846897268,quarter,NBW
NBW,2017,2,0.0,0.8990572524901572,1.409312099587156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007639115063467635,0.306674387386216,0.006398284960864216,0.0,0.0,0.0,0.0,1184599980,0.0,0.0,0.0,0.0,1.5407352028346044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quarter,NBW
