time,volume
2025-11-17 07:00:00,661269040
2025-11-18 07:00:00,706237540
2025-11-19 07:00:00,741997320
2025-11-20 07:00:00,592496709
2025-11-21 07:00:00,666027161
2025-11-24 07:00:00,522154043
2025-11-25 07:00:00,778049790
2025-11-26 07:00:00,682182877
2025-11-27 07:00:00,598407577
2025-11-28 07:00:00,632979322
2025-12-01 07:00:00,519841839
2025-12-02 07:00:00,661265926
2025-12-03 07:00:00,720629160
2025-12-04 07:00:00,762188232
2025-12-05 07:00:00,629671556
2025-12-08 07:00:00,609653976
2025-12-09 07:00:00,895768193
2025-12-10 07:00:00,518373930
2025-12-11 07:00:00,497312893
2025-12-12 07:00:00,830667261
2025-12-15 07:00:00,599602932
2025-12-16 07:00:00,751636809
2025-12-17 07:00:00,495753236
2025-12-18 07:00:00,490167302
2025-12-19 07:00:00,660580746
2025-12-22 07:00:00,755374637
2025-12-23 07:00:00,732383695
2025-12-24 07:00:00,685897134
2025-12-25 07:00:00,633306718
2025-12-26 07:00:00,920350846
2025-12-29 07:00:00,513330603
2025-12-30 07:00:00,554603881
2025-12-31 07:00:00,592835116
2026-01-05 07:00:00,810900473
2026-01-06 07:00:00,838989917
2026-01-07 07:00:00,929077252
2026-01-08 07:00:00,1172488005
2026-01-09 07:00:00,1218660759
2026-01-12 07:00:00,1322446972
2026-01-13 07:00:00,1289021469
2026-01-14 07:00:00,1335130373
2026-01-15 07:00:00,1198731055
2026-01-16 07:00:00,980958156
2026-01-19 07:00:00,832522475
2026-01-20 07:00:00,987970727
2026-01-21 07:00:00,1125596634
2026-01-22 07:00:00,945697108
2026-01-23 07:00:00,841053745
2026-01-26 07:00:00,998240671
2026-01-27 07:00:00,752074184
2026-01-28 07:00:00,863394661
2026-01-29 07:00:00,657114403
2026-01-30 07:00:00,827036508
2026-02-02 07:00:00,888369649
2026-02-03 07:00:00,916896859
2026-02-04 07:00:00,969815852
2026-02-05 07:00:00,703264966
2026-02-06 07:00:00,997365978
2026-02-09 07:00:00,517575829
2026-02-10 07:00:00,719682136
2026-02-11 07:00:00,808848823
2026-02-12 07:00:00,451674492
2026-02-13 07:00:00,608586792
